"measurement_id","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","max_kl_shift","time_kl_shift","outlierinclude_mdrmd","ARCH.LM","max_level_shift","time_level_shift","ac_9","crossing_points","max_var_shift","time_var_shift","entropy","nonlinearity","embed2_incircle","spreadrandomlocal_meantaul","flat_spots","x_pacf5","diff1x_pacf5","diff2x_pacf5","firstmin_ac","std1st_der","arch_acf","garch_acf","arch_r2","garch_r2","stability","firstzero_ac","trev_num","alpha","beta","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","walker_propcross","hurst","unitroot_kpss","histogram_mode","unitroot_pp","localsimple_taures","lumpiness","motiftwo_entro3"
"004ed441-24db-4839-8b5d-7465e4ea2a0a",0.649988148004192,0.780695324921797,-0.0052339600405979,0.138964017813387,-0.367599004147135,0.198924628452093,6099.93219636758,52209,0.507366852512264,0.328798242477004,19.930025233376,53044,0.244603548856081,20426,367.781160432538,27743,0.934299204560098,0.0193002293871332,0.882355896439696,2.21,22469,0.476195207347234,0.16071227644232,0.452950298218257,4,0.836680907368286,0.168391676268683,0.00017641119355106,0.10631505277754,0.000469765713198388,0.366547227125822,13,2.14720110581025,0.988398279584825,0.000100003782759243,0,1,0.0148926993216587,1.37606561368009e-07,22.7490766920862,2.34050528625255,0.644696237035542,0.736060436369349,0.398553393831832,0.999900695662786,11.7154325442875,-2.5,-22634.0766932096,1,43.8929214826475,1.10508179533018
"00544f67-c07c-4a07-9c17-a7aee51d8b96",0.646651256067514,0.588299131997508,0.00857640538637703,0.154149580009757,-0.356757363629024,0.177007249472612,914.094323916665,32006,-0.330201183431953,0.0791367621351122,10.8065319480287,5112,0.037932860098226,10681,192.296176318955,24401,0.936704922171836,0.175390967589348,0.758534968511767,3.65,3927,0.490116566708971,0.170686659942915,0.532866419950601,4,0.840661470129282,0.128451420915471,0.00108638187753069,0.119689287987582,0.00104027494087847,0.334709334234916,12,0.789264083681335,0.999890039955236,0.000100041901246246,0,1,0.0156221421333386,8.30484625150812e-08,-8.01059546176796,-8.63060879655914,0.641043019159213,0.555825250595138,0.318563752988236,0.999859983208964,4.92900374257223,-2.5,-13880.8225748121,2,17.2607289857761,1.64999774467231
"005685b2-3de4-469b-b673-8f937ee8196e",0.877926688825201,1.88446232170384,0.383525402191552,0.231163369128747,-0.0927900566492761,0.177113272793405,1032.98657243201,55288,0.59908554327043,0.489870650820428,6.78667710509806,9450,-0.294594884762238,11444,37.5734292882703,54003,0.767624985536966,0.371133538963309,0.713043333665902,5.62,3517,1.05980229896655,0.251089274948544,0.293233224324388,13,0.494115794354734,0.473664089666925,0.000187342975186176,0.486346676255469,0.000189538193579905,0.486808309906142,7,-0.0675749634465542,0.999899960885392,0.210927209337463,0,1,0.0190831475444632,4.88757660757193e-09,19.7021850075317,0.000291816293745574,0.875552013091041,1.89259153517514,0.212972200053206,0.999954177318763,23.8762149476543,-1,-4141.75396166091,2,2.33238651042972,1.12437886044363
"00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336",0.690745993769469,0.761691170375163,-0.0369122828833092,0.0797181258758364,-0.435996464171398,0.201477809525867,1125.43893624724,45972,0.24098625842172,0.149334818855921,19.6961046147708,39859,-0.0085965016182669,15771,271.287837939435,24278,0.938633753494422,0.243475535048,0.743224084730214,4.68,4916,0.505033847752551,0.106791200393466,0.516228729029005,11,0.786459165323616,0.203191298500878,4.215387467861e-06,0.234679163104763,4.2707939127753e-06,0.372348702987496,9,-0.355264868156982,0.941177027952512,0.000100027079159062,0,1,0.00148617114995708,4.77536670070075e-08,4.56874388660709,-5.99311262905549,0.690285822336809,0.758498368571503,0.286626753164451,0.999954177318763,0.984353087036788,-2.5,-16514.1744471668,1,23.1654305174456,1.76156085470465
"00c6a1c3-178d-4f21-ba88-512c4a734541",0.570470954423149,0.382432095443904,-0.0524636168739492,0.108969975612192,-0.417396885567618,0.191521873064108,1449.6298454298,30798,0.221423075636437,0.257181272322014,19.4431006279558,27296,0.0182542615569512,19884,161.812692801907,27294,0.95467718197325,0.0882155437961503,0.87523208938996,2.45,1029,0.372758674812262,0.182468690257429,0.543695004630863,4,0.926859375606001,0.396071333007055,4.44545722223318e-07,0.169939697580387,4.48769668400294e-07,0.232673625219775,3,0.896870937260477,0.888862497123887,0.000100254943240086,0,1,0.00436801759341743,4.04615312030027e-08,8.59811146816461,1.08473854655088,0.568586535042942,0.376928393760093,0.370544450949235,0.999253689281847,2.77853142889895,-2.5,-22814.9324573022,1,39.7069547469721,1.95981024946325
"0135a045-7978-4e4a-af98-38e645710934",0.440643134104557,0.302553254639482,-0.317952393219921,0.1146113974619,-0.580367622058998,0.340295159634904,4544.77931902928,24802,0.334184738151283,4.15378478822265e-05,16.0520508644386,59442,-0.0270018041753203,17454,2115.15176639707,59423,0.933152452805695,1.28211893637607,0.804851986041775,4.35,30322,0.200053092465884,0.222905868275668,0.786979837315726,13,1.05770126532843,0.0146436428365184,7.75472389542556e-07,0.014795414426157,7.7018436996633e-07,0.267160981331025,8,10.2181671687112,0.364476996674473,0.000100007967249909,0,1,0.00415435859938906,2.13969744861796e-06,12.7241001092853,-0.955436202001276,0.438309517596392,0.296453775964286,0.30415692821369,0.856187794541086,6.87778548731577,-10,-35042.7644562839,1,743.89066695738,1.45249580256353
"0159954c-1bd2-47a6-9e6f-94f8d179b712",0.739230433293848,2.0762029350376,-0.257538715163786,0.123600235502902,-0.560592933112761,0.355350450017219,6578.39352886568,22960,0.0141465367676498,0.208974387234111,37.3840060793772,23622,0.171051045789274,14529,983.022887521062,31493,0.903436682455669,1.52507199360452,0.979525772163727,5.26,15044,0.605798142772581,0.165922237841881,0.80288090179661,18,0.72218248232801,0.214702582617565,3.02395453162894e-05,0.150884478683405,3.34089379068048e-05,0.569705005440358,15,-1.49466435038981,0.577459096217305,0.000100011876281253,0,1,0.000692782674255765,1.17410979622916e-06,-0.513924161520445,-2.77216238495087,0.739049721815466,2.07337719435541,0.261782026258279,0.999954177318763,0.105943274476391,-5,-19828.7805451521,1,238.298090472064,1.33116986882579
"017b6193-e0b7-4fb9-8312-97db38f8fb28",0.661582213741438,0.651529544998242,-0.025310812424673,0.101223659666562,-0.398705930340667,0.179208792251944,3357.10941454922,56569,-0.381364129075294,0.0192956785409079,19.7156024311919,19804,-0.0412098298052709,18150,997.817876124035,19802,0.94019592078277,0.382536586854355,0.761375008339449,3.95,16289,0.477432441865119,0.132407385939253,0.53457994536411,4,0.822702638562195,0.0366719244960282,0.0167441407640773,0.0376870863741095,0.01198708612747,0.332080417340351,9,7.48889951340249,0.949764457043038,0.000100005731998037,0,1,0.00523801716870631,4.35499427498448e-07,-9.11407184271935,3.71295966382882,0.659800554233865,0.642188921014363,0.316123007137616,0.999913464864144,2.58423805105514,-5,-17213.2535360734,1,170.40217860693,1.59938824184328
"018a40d1-2537-4953-825a-096044deb8d3",0.707345114667358,0.967312990539366,0.0296017600061252,0.154306333131567,-0.321339500472817,0.171051936810673,1885.88423958351,11871,-0.304654549106246,0.262437722594507,16.7932453640092,27507,0.063434473277102,15878,584.571305011839,27494,0.923986688743414,0.146110503670417,0.87298903490416,2.6,1676,0.581390648255482,0.164676875810756,0.533411916251971,4,0.765060758120772,0.378962737705387,0.00230237725390401,0.399585636059505,0.00216629186622321,0.415023207553083,13,-0.314692932348219,0.999899194866233,0.000100169216669729,0,1,0.016882257154471,1.25287295890412e-07,7.07634178845353,15.7028960972614,0.702320265848536,0.916123839170185,0.381307848092791,0.999954177318763,3.10074005975444,5,-17628.0244920409,2,68.9310469277586,1.78636702370201
"01e0355c-e1a7-4958-a45e-8ab87107fb2b",0.458077298424425,0.24282787721457,-0.221208276389883,0.0937878387516531,-0.505785422498616,0.265099031368875,8454.58416472669,43779,-0.0714453151162012,0.0371764502547498,15.898970700393,56100,0.0192175205009026,14799,1021.07867365757,56117,0.963350893044364,0.381242604009381,0.942824019624315,3.82,12057,0.216438736534493,0.192639071975471,0.684869736436307,6,1.04108750467269,0.00310399150159331,3.31274061440327e-06,0.00299358590727879,1.5077514395196e-06,0.235108252471834,206,19.8070302417026,0.362001505372774,0.000111840569455184,0,1,0.00130198041548257,8.79016277894991e-07,-6.35337257647798,-4.12992027729427,0.45737093511217,0.241356904300271,0.319073053932321,0.85987786539872,1.86521828573977,-5,-32007.3803971202,1,349.253343558853,1.2887880563473
