"measurement_id","SPC1","SPC2","SPC3","SPC4","SPC5","SPC6","SPC7","SPC8","SPC9","SPC10","SPC11","SPC12","SPC13","SPC14","SPC15","SPC16","SPC17","SPC18","SPC19","SPC20","PMD1","PMD2","PMD3","PMD4","PMD5","PMD6","PMD7","PMD8","PMD9","PMD10","PMD11","PMD12","PMD13","PMD14","PMD15","PMD16","PMD17","PMD18","PMD19","PMD20"
"003ded56-c3d8-4d24-8dac-5a6a1c6b0943",0.00728480570045035,0.00262765278804982,-0.0107919128004901,-0.0156197551338509,0.00178213200697131,0.0108424873034994,0.0270416176750268,-0.00694475556140945,-0.00162942084480776,0.00693278441102213,0.0122992281332691,0.0363304393152958,-0.00751718863653341,0.0244342554112212,-0.00951381397013191,-0.00306976640101777,0.0115319329286023,-0.0131179338578586,-0.0115914509205635,-0.0119580109002124,0.00698720532813374,0.00116140878874618,-0.0118417467791835,-0.0145709307633699,0.00174663903277892,0.0200259211203716,0.0230348271726918,-0.00211201272638736,-0.00383529207768345,0.00875888393775763,0.0129261744441358,0.0352341817651661,-0.00153182454796806,0.025892870601271,-0.00987219720551779,0.000837878694147503,0.0117999362445962,-0.011861655445664,-0.00837707793464167,-0.00598774007910479
"004ed441-24db-4839-8b5d-7465e4ea2a0a",0.00679005219980872,-0.00113451228190312,0.00302809036498848,0.0510443294168386,-0.0276366917272332,-0.0676307208933064,0.00447119352183291,0.0201686879181864,-0.0958947419229897,-0.00653072926029126,0.781716640969095,-0.140568032961555,0.196421504690398,-0.213569888467008,0.0194789445709964,0.0598106880282047,0.0214555233770923,-0.0286283712020846,-0.0281188713081719,-0.0894146832005974,0.00465660988754239,-0.00966553812030771,0.0128294447351976,0.0497133959096217,-0.0388029776253856,-0.0676876607990518,0.0823014038587543,0.103267140258,-0.0972437621605222,-0.153330290336519,0.751851664508679,-0.179194566720429,0.178097980937731,-0.204584607059239,0.00722063506471549,0.0715049959931536,0.00248702376746591,-0.0503807055906957,-0.0300839868805762,-0.0779880465313685
"00544f67-c07c-4a07-9c17-a7aee51d8b96",0.00596060419321836,0.00349220868071283,0.0298987096734915,0.0284794205799138,0.0125081909508739,0.0126683840767199,0.0137808630504325,-0.00546948400157767,-0.000626324786875737,-0.00564442734863081,0.0594712644374819,-0.000560557385792276,-0.000941189669536749,-0.0120855322326132,-0.0117074228334242,0.0064741947509429,0.00648886096445396,-0.0054072398391801,-0.0154771116752218,-0.0195326002905577,0.00715929389374522,0.00448391903834085,0.0300377241333167,0.0285205242628054,0.010225644110274,0.0167079862801458,0.0153768035047932,0.00105466073720324,-0.00251914116092554,-0.0145654140869515,0.0564700330350494,-0.000970888595690625,-0.000720614887692865,-0.0127184753777542,-0.0126419664456532,0.00826625281015519,0.000587659425818193,-0.00750158665573645,-0.0183328860069003,-0.0168097074076859
"005685b2-3de4-469b-b673-8f937ee8196e",0.0357103512771057,-0.0210591598319119,0.0056350789328441,0.0347697322884305,-0.0194205607645359,-0.0285964936109009,-0.000616336480636452,-0.00204267000059436,-0.0420394508891848,-0.0166836783095105,0.321908121527672,-0.0126966047144901,0.0841318638062661,-0.0533359204743791,0.00605336891411507,0.0202814026099657,0.025398912076684,-0.00600691225532034,-0.0161224411986522,-0.0308291445894701,0.0313445255964209,-0.0286049358551941,0.0133790459038938,0.0323217302057719,-0.026059217543763,-0.0289039682487999,0.0318639674453039,0.0304047598944655,-0.0432709663202935,-0.0731233693495624,0.309990271885906,-0.0299797586872362,0.0821154326417452,-0.0474876845898476,-0.000850742882599293,0.0285661263074157,0.0197941241169437,-0.0124478785556066,-0.00586052748806712,-0.0289593164034218
"005fe918-2751-458b-9615-d668defa6b36",-0.0115785376585702,0.00918597959268704,-0.00740516605865398,-0.00931855445497355,0.00850085902184735,0.0170074470963629,-0.0292521876588891,0.000705187019852577,0.00571393156692133,0.00522781003328773,0.00127606711483454,-0.027632159665512,-0.00238032734911982,-0.00376753640616506,0.0142833270945708,-0.0331824343948428,0.0115689316752182,-0.00193016784459812,-0.00275051206665654,0.0127158729884108,-0.00968348579531031,0.0100849530780963,-0.00829183773618189,-0.00737807683099759,0.0102257384446008,0.00681897403573654,-0.0305984497660338,-0.00370896706024211,0.00714904113158762,0.00207639103451481,0.00397169805992522,-0.0300220740032165,-0.00560178397801677,-0.00320675495938666,0.00823875107265731,-0.0271699558991442,0.0250668793318967,-0.00264788657236309,0.000304206370347109,0.013553462851782
"0060cec2-8272-4a91-93d8-ebf631f8e145",0.00649656852595672,0.0103201300716186,-0.00423785840845041,-0.00983344721669974,0.00453925118481856,-0.0066360470491257,0.00752689603265862,0.013070346177582,-0.00870757217115237,0.011123062337076,-0.00821698471718481,-0.00198058467728157,-0.00139487646390208,-0.0219059750454952,0.00631973791369629,0.0118217081073014,0.0199755332825003,-0.0111155771816924,0.0251166822307044,-0.0127292710618323,0.00802967617708516,0.00919474303285868,-0.0059591265992326,-0.00817552123314823,0.00511182950257525,-0.00608360527416302,0.00319191933937046,0.0161118528886739,-0.00606447342981583,0.0120293187758844,-0.00745687288261655,-0.00092685002623721,-0.0013469082871968,-0.0195086207686812,0.00280061970951038,0.0174401959951561,0.0138033558500285,-0.0125836961155791,0.025768166013491,-0.016562277537367
"0077eed2-5655-4352-a085-b4515f8f05e3",0.0149254693251816,0.00864619551452958,-0.000260628797375029,-0.0132676240739734,0.0101055011627194,-0.0124525438902427,0.0171024140269528,-0.00607705757595149,-7.69101576259999e-05,0.0121428467560648,-0.00358834898682718,0.00774397322170374,-0.00295892222775642,-0.0124468675226102,-0.00390233671866448,0.00658302770728275,0.0135670596607616,-0.0113938322275743,0.00158167960994305,-0.00758068290191213,0.0162694538702761,0.00680319269450282,-0.00305151551301424,-0.0116194006841732,0.0101592426143053,-0.00617769128843142,0.0197981045781238,-0.00274855694774369,-0.00232911537558841,0.0136364277896922,-0.00258508486024789,0.00845402353601008,-0.00107109167550777,-0.0106539182774557,-0.00408733905052637,0.0107583313113907,0.0102793153891834,-0.0123689593694792,0.00314968589348176,-0.0102358468805366
"00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336",0.0100175220360979,0.00192205220232571,-0.00195656759172605,0.0292943887341333,-0.0127579915203749,-0.00833223186284734,0.00788929288601686,-0.00990582538061046,0.01371203902938,0.0115716411613767,0.0104192493277553,0.0085153549461824,-0.00192774447101041,-0.00170284841548193,0.00817411969341622,-5.62729399715867e-06,-0.0121945046483074,-0.00987409149029968,0.0130061934998488,0.00356100727170037,0.009358344294318,-0.000982440765007968,-0.00142665766580277,0.0286649345533399,-0.0154635623422453,-0.00386661722463375,0.0134848118309691,-0.0102215397877595,0.0116958419724782,0.0106394931474118,0.011899238592944,0.00700126909749827,0.000401363756585593,-0.00253869851027812,0.0107737304391291,-0.00352357094185068,-0.00931295405037854,-0.0099443243474671,0.0140275340970519,0.00687334043238177
"00c6a1c3-178d-4f21-ba88-512c4a734541",0.00470081148631089,0.011676489865083,-0.00351852954589064,0.0285432393585055,-0.0122096253024363,-0.00393197065698886,0.00269254663966769,0.0292260588139113,0.0146580893017517,0.0193408668910732,-0.00659606393115212,-0.0089662670513835,-0.0103896178791797,-0.00489330712439854,-0.00183992193510523,-4.48924396822141e-05,-0.0127812681548784,-0.00559515915095994,-0.00498819711921197,0.0141399928512469,0.00567213404409247,0.00969610032221918,-0.00370096668020502,0.0285279654404087,-0.014105716665957,-0.00430080407129377,0.00025744757214561,0.0253973866987734,0.0201554417754156,0.0200770918214087,-0.00538176521256372,-0.00795676826937443,-0.0107523969166691,-0.00455403282537858,0.00136758245949654,-0.00384289571970664,-0.0118299069270675,-0.00550578216136686,-0.004076091840273,0.0129810353186493
"00d5a06e-1719-4d7d-bcbc-c63991a5b1cd",-0.0140454706131651,0.0108512698460901,-0.00857233025390721,-0.00854684351550723,0.00354513822647264,-0.00291035261811752,0.00180235877601425,-0.000792973683696696,0.00543258881781481,0.00806592016937025,-0.00116994654976215,-0.0122139161080985,-0.00415550332969254,-0.0116916063622081,-0.0101328288077749,-0.00968209915021856,-0.0123285209376753,0.0140103697059607,0.00681532311073113,0.00403052775834607,-0.0123461441577951,0.0118458659089034,-0.0107779765978878,-0.00672106167543408,0.00461710124250725,-0.00210560395402786,0.00265157686490701,-0.00108277551600717,0.00437618719533322,0.00736033209550216,-0.000282216568614606,-0.0109379185746664,-0.00506575484003019,-0.0139514917866382,-0.00843917044994204,-0.0136544959580647,-0.00969890388431108,0.0126161060403876,0.00578642412061239,0.00223335110972544
