"measurement_id","mean_ts_int_acc","max_ts_int_acc","mean_diff_ts_int_acc","sd_ts_int_acc","obs_int_acc","mean_int_acc","min_int_acc","max_int_acc","abs_mean_int_acc","sd_int_acc","E1_int_acc","E2_int_acc","E3_int_acc","skew_int_acc","kuriosis_int_acc","Et1_int_acc","Et2_int_acc","Et3_int_acc","skew_t_int_acc","kuriosis_t_int_acc","meandiff_int_acc","meandiff_n_int_acc","meandiff2_n_int_acc","meandiff3_n_int_acc","meandiff5_n_int_acc","meandiff10_n_int_acc"
"003ded56-c3d8-4d24-8dac-5a6a1c6b0943",599.667858670409,1199.984,0.0200491879970594,346.408995889237,59853,31053.2217681998,31044.735717333,31062.2547128884,31053.2217681998,6.01610148406013,31053.2217681998,964302618.37787,29944705307928.4,1.00000005629817,1.0000001501273,18623655.4659186,462628997502745,1.29312921708596e+22,1.29954896630831,1.80163093556952,0.000273096742751297,0.0137414557198028,0.0137391674547472,0.0137355298194544,0.0137267789529056,0.0137127902562723
"004ed441-24db-4839-8b5d-7465e4ea2a0a",600.150686289283,1199.975,0.0200913337574925,346.376349088667,59727,4.13818288201353,-5.93293145964535,27.605092692184,7.22993395322058,9.34327245338416,4.13818288201353,104.419836107226,1893.63894814892,1.77469067237308,3.6868584024897,5215.31339966975,114381025.809108,2560058299578.77,2.09275734475484,4.81506631726768,0.000462195571312059,0.0230559232510953,0.0230562101319326,0.0230568228608055,0.0230579442083851,0.0230607625453567
"00544f67-c07c-4a07-9c17-a7aee51d8b96",421.175823076923,841.543,0.0199186489621056,242.983171252031,42250,80.193028522984,49.18701924201,98.8069872845518,80.193028522984,16.0308782636635,80.193028522984,6687.90479901126,575120.004662156,1.05153407494072,1.13206874621403,37550.1887820901,2052748360.94117,128435286426152,1.38095900877285,2.0428739222242,0.00112098914284234,0.056213936146608,0.0562231382186886,0.0562451617347574,0.0562938883698757,0.0563828486968542
"005685b2-3de4-469b-b673-8f937ee8196e",600.567519078893,1199.972,0.0199516493748337,346.398454490157,60145,51.8060647880808,30.8819181922106,101.275803544427,51.8060647880808,21.8414846394887,51.8060647880808,3160.9108684112,224777.827115336,1.26483855116274,1.79656390396433,37977.1878532063,2658720997.39678,236480347230682,1.72498731689058,3.30564791477746,0.00116837045769408,0.0586835389154044,0.0586901082291302,0.058698668779592,0.0587139656138718,0.0587450169517731
"005fe918-2751-458b-9615-d668defa6b36",600.135104810795,1199.978,0.0200658506404468,346.357384139477,59803,27959.8985207655,27955.6905119579,27963.2908687246,27959.8985207655,2.13175390682359,27959.8985207655,781755929.835803,21857816720329.6,1.0000000087193,1.00000002325132,16779080.2630222,375291865872159,9.44276262506421e+21,1.29880916655111,1.79937878742707,-5.87603700585242e-05,-0.0029083572359634,-0.00290782606206807,-0.00290685005157249,-0.00290652414689759,-0.00290806311823531
"0060cec2-8272-4a91-93d8-ebf631f8e145",600.262659962825,1199.975,0.0200946982383281,346.57339555019,59717,27938.014679573,27935.5283359711,27940.004489535,27938.014679573,0.968430563293852,27938.014679573,780532665.173877,21806533109916.4,1.00000000180229,1.00000000480607,16770086.4197001,374986531370588,9.43140417202326e+21,1.29883161915103,1.79923135227709,1.82955726598094e-05,0.00095396317851155,0.000953292347198915,0.000952878999274189,0.000952780595569224,0.000950640464031561
"0077eed2-5655-4352-a085-b4515f8f05e3",532.669752302217,1065.71,0.020069868173258,307.72285273076,53101,30941.3604032635,30939.0371227152,30944.8882225178,30941.3604032635,1.80994132248374,30941.3604032635,957367786.880466,29622261935064.6,1.0000000051327,1.00000001368739,16481085.5875899,362271412408815,8.95865846330977e+21,1.2992474812453,1.80052813037014,-8.03048590902543e-05,-0.00396360650396038,-0.00396515665941316,-0.00396590654820601,-0.00396772641508886,-0.00397326380876966
"00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336",600.019249616437,1199.988,0.0200121408201724,346.404139773311,59964,67.7304959390104,65.2522679630386,70.9433076306352,67.7304959390104,2.04266839794205,67.7304959390104,4591.59250474493,311558.815373211,1.00137106112107,1.00366760522771,41302.021319405,2319196052.08753,147619033775528,1.32170996324047,1.86846584308077,7.97024651394996e-05,0.00398436057103234,0.00398359077678687,0.00398301709354636,0.00398257693605293,0.0039832617871994
"00c6a1c3-178d-4f21-ba88-512c4a734541",599.749806526612,1199.979,0.0200715731370745,346.340167507438,59786,55.099064566256,52.9781665526968,57.969187209575,55.099064566256,1.43032147516317,55.099064566256,3037.95270137973,167615.143281908,1.00101766307453,1.00272454301723,32559.2180504208,1395596747.14897,67005060111702.9,1.2851910081781,1.7580584598862,-7.9935627653466e-05,-0.00398495033027564,-0.00398519891032234,-0.00398526272500804,-0.00398515515227351,-0.00398562973722318
"00d5a06e-1719-4d7d-bcbc-c63991a5b1cd",599.957845670206,1199.979,0.019907082068382,346.358269477969,60280,27947.3519647013,27943.90323214,27950.3817605181,27947.3519647013,1.63991294939232,27947.3519647013,781054484.528162,21828404733033.2,1.00000000516471,1.00000001377258,16766711.4039114,374801180064289,9.42537771612902e+21,1.29896466961813,1.79984077122955,-6.26475114326131e-05,-0.00312955136039464,-0.00313028673889106,-0.00312910546593955,-0.0031198093309912,-0.00310021598997787
