"measurement_id","x_acf1_int","x_acf10_int","diff1_acf1_int","diff1_acf10_int","diff2_acf1_int","diff2_acf10_int","max_kl_shift_int","time_kl_shift_int","outlierinclude_mdrmd_int","ARCH.LM_int","max_level_shift_int","time_level_shift_int","ac_9_int","crossing_points_int","max_var_shift_int","time_var_shift_int","entropy_int","nonlinearity_int","embed2_incircle_int","spreadrandomlocal_meantaul_int","flat_spots_int","x_pacf5_int","diff1x_pacf5_int","diff2x_pacf5_int","firstmin_ac_int","std1st_der_int","arch_acf_int","garch_acf_int","arch_r2_int","garch_r2_int","stability_int","firstzero_ac_int","trev_num_int","alpha_int","beta_int","nperiods_int","seasonal_period_int","trend_int","spike_int","linearity_int","curvature_int","e_acf1_int","e_acf10_int","walker_propcross_int","hurst_int","unitroot_kpss_int","histogram_mode_int","unitroot_pp_int","localsimple_taures_int","lumpiness_int","motiftwo_entro3_int"
"004ed441-24db-4839-8b5d-7465e4ea2a0a",0.999945374419622,9.99394726598694,0.788443994428605,1.18445351821831,0.359438889197031,0.477490696891532,0.0879638466007082,53055,0.784553049709512,0.999999730391956,0.105143977527401,38939,0.999503897191592,10,0.0019548623210066,53054,0.210151321994504,0.00497152668300614,0.284414885813487,17.52,16045,0.99989951904869,1.18015785411871,0.587638474319045,32003,0.000585906605048806,0.876984115406138,0.0269087782647229,0.581860000994597,0.0637569426688914,0.999526834061246,18829,3.04698972184465e-09,0.999899990414605,0.998116969335099,0,1,0.997242031147124,8.4519371063974e-15,206.85515386896,125.800221242715,0.999933340348331,9.97747613696366,0.0255667548471353,0.999954177318763,236.431127639674,-0.75,3.00022253919624,13,9.59731076598919e-10,0.654990112972203
"00544f67-c07c-4a07-9c17-a7aee51d8b96",0.999945508568836,9.99398013676474,0.761059699368564,0.864701189884843,0.26649824946251,0.342544523545791,0.0137446450810448,35225,0.0611597633136094,0.999999812649894,0.0391452964844083,5119,0.999506912676351,9,0.000289298639843598,24405,0.212023584939647,0.0598837981992175,0.312254720473899,13.96,12473,0.999894242563137,0.847662697244186,0.305971647224403,29795,0.00045519241365062,0.188322044226394,0.000787429877482476,0.155111157319132,0.000588109232030754,1.00021204601651,15240,7.24542782965711e-10,0.999899992011755,0.999899990369977,0,1,0.999077263581901,2.13454323238327e-15,198.590648640143,-44.3300376076684,0.999891206894718,9.96255972666941,0.0738242325262136,0.999954177318763,211.306473519771,0.75,-1.0239090053598,12,5.59865579432989e-11,0.684249757326033
"005685b2-3de4-469b-b673-8f937ee8196e",0.999949853432039,9.99445126093129,0.908620979587051,2.10210887199078,0.577449158214595,0.423732642514066,0.00747858357873591,59982,0.816094438440436,0.999999974626043,0.0190471316184023,9455,0.999545267128208,9,8.2907229167794e-05,9460,0.205357080456808,0.108497231093109,0.529060988406316,11.85,24811,0.999905100038278,1.56314566816068,0.699144923247037,44786,0.000395346650132335,0.84817977290934,0.00025573144009899,0.741797600498061,0.000517595508701031,0.999807188990285,21072,1.87712490459296e-10,0.99989999918725,0.963848449384139,0,1,0.99967046161245,1.03171837883883e-16,222.123340536159,94.0814741617609,0.999703740729874,9.88393906478095,0.0609204575685023,0.999954177318763,253.355686163102,-0.75,2.08216170844269,7,8.98061373768438e-12,0.637363708296918
"00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336",0.999973984121569,9.99695660685537,0.823874010426159,1.127863337575,0.393310600854104,0.400752540674487,0.190089178451869,39870,-0.00732105930224802,0.999998179335423,0.135767277171923,39864,0.999747946088067,27,0.00429508529091274,39869,0.203797802391491,0.0102725897254645,0,14.48,14268,1.00054477355809,1.17852421878793,0.531434136738145,35669,0.00111629198629414,0.728284986090554,0.00357112439281661,0.641947815662881,0.00365207811760973,1.00004753247466,19679,7.45262299979502e-09,0.999899999866097,0.999899799253776,0,1,0.998419518685639,3.83190773230533e-15,228.939906916005,55.5223770915317,0.999591928993032,9.84259054421443,0.0685089138301953,0.999954177318763,284.285063047493,-1.1,0.744305573548937,9,3.35784783660083e-09,0.689023996090699
"00c6a1c3-178d-4f21-ba88-512c4a734541",0.999951315746696,9.99461878105622,0.740814357132112,0.669456884585812,0.352129803126658,0.457366212374679,0.0282859893990309,30017,-0.616582477503094,0.999999799038893,0.0552385703459471,30011,0.999559271051868,11,0.000532809960039213,30006,0.202010984650347,0.00424779135221429,0.385280142029137,17.62,8014,0.999907501086303,1.09181754391606,0.584039243703499,41885,0.000497284691501084,1.16046050171784,2.83116924227268e-05,0.548839898102423,4.02537475889708e-05,1.00007080642147,21484,5.84940114661556e-10,0.996258018004329,0.996257994416434,0,1,0.999675272955854,1.29098853192278e-16,-239.525843494445,40.5295546324667,0.999609325275117,9.88627990772591,0.025056452287363,0.999954177318763,287.171796352686,-0.75,-1.14562112780256,4,8.85585340434882e-11,0.679520299082486
"0135a045-7978-4e4a-af98-38e645710934",0.999952055039062,9.9946930253797,0.728693016276448,0.772325451697762,0.166382838990413,0.216798372356454,0.107258254342856,59440,0.728969466286039,0.999999102988778,0.0916554765789956,59433,0.999565186901085,5,0.00224234699622414,59428,0.203170756974768,0.00715069711435383,0.184833389257414,12.74,24519,0.999910918204183,0.78363523925978,0.29270821221136,36507,0.000519892684807248,0.249800030579978,2.81797711840078e-07,0.426099940124068,3.39778624503003e-07,1.00008793316136,21158,3.84422348901029e-09,0.999899999355541,0.999899965154811,0,1,0.999424634740706,3.63644572753546e-16,234.48235312891,63.6244688275753,0.999722090652172,9.91585014983735,0.0887145242070117,0.999954177318763,283.980833941239,-0.75,1.78153055111414,8,4.2288031487979e-11,0.680981973350532
"0159954c-1bd2-47a6-9e6f-94f8d179b712",0.999958598749513,9.9953189225033,0.886449698349286,2.81841628605404,0.244643878775588,0.319683200468484,0.554062444668082,31491,0.0979580942212732,0.999999727111333,0.270677145503597,31483,0.999614005261639,3,0.0109937909562606,31487,0.206454023045774,0.00305515950728291,0.0164612284420717,14.03,9136,1.00001375597017,1.06784028635382,0.344901318634526,36323,0.000749634169979118,1.02654744327691,0.000268537428066401,0.610697818343924,0.000225231511910814,1.00005402543103,21733,1.99068694060379e-08,0.999797662682212,0.999797641345284,0,1,0.99792947509343,9.11307028360316e-15,241.849341097573,-0.993461258605631,0.999856709179768,9.92423736359313,0.0568540113107452,0.999954177318763,299.11766635015,0.75,-0.223797726619955,15,2.42568928416831e-08,0.693397286618172
"017b6193-e0b7-4fb9-8312-97db38f8fb28",0.999977002219942,9.99723678407713,0.790225283708685,0.980515771631853,0.309161266386155,0.334789450340602,0.650479624785723,19818,0.739831568414909,0.99999923887504,0.211050610305505,19811,0.999769952743574,34,0.0110427517005197,19816,0.216964614159592,0.00840400013672554,0.384752511922952,15.11,6859,1.00119115264693,0.948431122433569,0.34681006913671,35771,0.00131089824137269,0.291740544051892,6.18342164067392e-06,0.403393962022928,9.04586338974897e-06,1.00000554352169,16771,2.63365737096761e-08,0.999899999998985,0.993480196829146,0,1,0.994650704400783,5.22215143856408e-14,-188.099762802094,-128.202842442672,0.999827739600266,9.93946603851023,0.0379227536521913,0.999954177318763,204.881187432594,0.25,1.10502551293228,9,3.34356065326441e-09,0.644922294378296
"018a40d1-2537-4953-825a-096044deb8d3",0.999920576907221,9.99106402769758,0.817478813185853,1.37023808566924,0.325326667118178,0.390649854364427,0.359312148648734,27508,0.842212291624824,0.999999673028722,0.149777231458729,27500,0.999264750073758,29,0.00576772196846051,27496,0.225982876247628,0.0109151133098763,0.448605008549599,17.96,4829,0.999914006977483,1.08306401586686,0.431189392595306,20070,0.00113272269576823,0.550501500656334,0.000269111357064049,0.59255212212352,0.000409964327088883,0.999301536707803,13547,1.41936935855567e-08,0.985966565225584,0.985966561957386,0,1,0.995987944326896,1.6322991523232e-14,145.987800247266,155.246742978813,0.999842963838726,9.93358997706771,0.0240514168075385,0.999954177318763,128.953541310365,-0.75,2.36382406850381,13,5.16316730152612e-09,0.654182206796201
"01e0355c-e1a7-4958-a45e-8ab87107fb2b",0.999965186324517,9.9960797928736,0.545263713837373,0.361471662224853,-0.150401126634648,0.0737943638112545,0.37186384421546,11614,0.00529100529100535,0.999993984102671,0.163312329196282,56109,0.999678121130716,1,0.00634571166056974,56104,0.209952991245466,0.00603004917045983,0.294850218781555,15.15,18433,1.00004201802167,0.307626081012377,0.145462581226565,32640,0.00110405114434039,0.0120440672948898,1.50435653430383e-08,0.0118386062507767,1.43098141696101e-08,1.0001606444381,21101,7.08514616340157e-08,0.999899996290017,0.769960474065014,0,1,0.996712050469871,1.5453321714401e-14,223.385428366012,-75.8010185220109,0.999814280508475,9.95324228946289,0.0348274534099091,0.999954177318763,266.289604709148,0.75,-1.36416968235569,262,1.42688082157239e-08,0.694876527225197
