"measurement_id","mean_ts_acc","max_ts_acc","mean_diff_ts_acc","sd_ts_acc","obs_acc","mean_acc","min_acc","max_acc","abs_mean_acc","sd_acc","E1_acc","E2_acc","E3_acc","skew_acc","kuriosis_acc","Et1_acc","Et2_acc","Et3_acc","skew_t_acc","kuriosis_t_acc","meandiff_acc","meandiff_n_acc","meandiff2_n_acc","meandiff3_n_acc","meandiff5_n_acc","meandiff10_n_acc"
"003ded56-c3d8-4d24-8dac-5a6a1c6b0943",599.667858670409,1199.984,0.0200491879970594,346.408995889237,59853,1.01374245421283,0.0531371835195923,5.37508801914947,1.01374245421283,0.166992074716914,1.01374245421283,1.05555965057768,1.14277227697743,1.05374499549235,1.20171753197301,608.807439612086,507022.859376121,488367818.55164,1.35271319931844,2.01495873052143,2.2875124074412e-06,-0.000145579546485374,-0.000155514241056845,-0.000121725484579986,-7.88855262355607e-05,-2.55365385053552e-06
"004ed441-24db-4839-8b5d-7465e4ea2a0a",600.150686289283,1199.975,0.0200913337574925,346.376349088667,59727,1.02305531900627,0.0241478677810669,17.2124529039568,1.02305531900627,0.300263848597309,1.02305531900627,1.13679905501359,1.77417933018773,1.46376702511267,5.75945769667756,623.66613564106,598544.629128068,981316695.948536,2.11916308792055,10.6229224084627,-2.85260129780217e-08,0.000128481618175469,8.21770545697482e-05,-1.31601412890013e-05,-3.22461345956627e-05,-3.59133299993368e-05
"00544f67-c07c-4a07-9c17-a7aee51d8b96",421.175823076923,841.543,0.0199186489621056,242.983171252031,42250,1.05621416242983,0.00819480397979736,17.6535384242169,1.05621416242983,0.397470476689785,1.05621416242983,1.27356739751995,2.13565035863039,1.48592624566905,4.93683743279252,439.401882682158,277311.059408439,238320860.006967,1.63196662353961,5.23648855204767,4.3068907339378e-06,-0.00070335972588717,-0.00324161659153998,-0.00195563933620516,-0.00137831360680221,-0.000871202967216585
"005685b2-3de4-469b-b673-8f937ee8196e",600.567519078893,1199.972,0.0199516493748337,346.398454490157,60145,1.05868318568486,0.0346456788109742,9.12178888106355,1.05868318568486,0.447377496470953,1.05868318568486,1.32095338426542,2.07881201782855,1.36925388256906,2.57890624755115,650.036919713792,743077.601942849,1310485794.51629,2.04588426089927,5.99458072919653,1.12024457501488e-06,0.00901163749097801,0.000475567065879619,0.000530246344251586,-7.76333051555704e-05,9.8793770689619e-05
"005fe918-2751-458b-9615-d668defa6b36",600.135104810795,1199.978,0.0200658506404468,346.357384139477,59803,0.997091993577354,0.140409299802216,20.4558189104317,0.997091993577354,0.120827188724013,0.997091993577354,1.00879140906932,1.16649499253784,1.15127961823927,3.96113937199018,595.925361987211,473813.763412484,424640858.456283,1.30199786213554,1.81222126562481,-7.69551998799355e-07,1.61578988712065e-06,5.15071058941535e-05,6.83871881941192e-05,4.62563322313483e-05,6.49946944702947e-06
"0060cec2-8272-4a91-93d8-ebf631f8e145",600.262659962825,1199.975,0.0200946982383281,346.57339555019,59717,1.00095427130139,0.163433850359344,4.42868702278595,1.00095427130139,0.0839254638806758,1.00095427130139,1.00895281877636,1.02832739135016,1.01467069411865,1.05327655253458,600.950507787799,485573.226435999,445925920.236496,1.31789441753229,1.88672110509289,-5.27303970431436e-07,-0.000145054140754117,-7.05456928208657e-05,-3.62144987323488e-05,1.20459499677347e-05,-1.16215064354602e-05
"0077eed2-5655-4352-a085-b4515f8f05e3",532.669752302217,1065.71,0.020069868173258,307.72285273076,53101,0.996037281437308,0.14521939308017,3.77773666504441,0.996037281437308,0.0977877895532969,0.996037281437308,1.0016525377183,1.01977387286411,1.01725126228397,1.05462088813661,531.900095094721,384116.521390834,319139930.300623,1.34056126072271,1.97681754086517,-3.9819687806036e-07,-8.80692710060357e-05,2.25090660220895e-05,2.95254484030499e-05,3.90238263960047e-05,1.21441558616474e-05
"00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336",600.019249616437,1199.988,0.0200121408201724,346.404139773311,59964,1.00398423637669,0.122279344244171,6.20863406038437,1.00398423637669,0.123907879142657,1.00398423637669,1.02333725336686,1.07047284042932,1.03406413724096,1.14474384482128,603.211727918032,494261.359010726,468814549.762762,1.34916819041226,2.07379653534455,3.10481624893052e-07,0.000125300444170488,3.25764848724121e-05,1.87343708846249e-05,3.45511130464469e-06,-5.21837264033353e-06
"00c6a1c3-178d-4f21-ba88-512c4a734541",599.749806526612,1199.979,0.0200715731370745,346.340167507438,59786,0.996015239718807,0.420950172348023,2.38747318575409,0.996015239718807,0.0400227098618732,0.996015239718807,0.993648148264286,0.993243680182958,1.00278278356903,1.00828429097438,597.8389719004,477907.539517674,430921098.649795,1.3043133377746,1.81982408886451,-2.79909124980968e-07,-4.27755137823177e-05,-5.50924105686661e-05,-6.49321662615812e-05,-3.81964166843459e-05,-9.23836116871323e-06
"00d5a06e-1719-4d7d-bcbc-c63991a5b1cd",599.957845670206,1199.979,0.019907082068382,346.358269477969,60280,0.996868950566915,0.177741411856018,21.0370651217239,0.996868950566915,0.206367730974488,0.996868950566915,1.03633463849492,1.70639449993008,1.61744462560825,12.9851170640846,596.55845669367,495298.166776308,695837690.674119,1.9962175442441,16.7546241511492,-2.48047382367459e-06,0.000273224039209611,-0.000200299438803345,-0.000239084081066672,-0.000191286019253565,-9.63456759356111e-05
