"measurement_id","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","max_kl_shift","time_kl_shift","outlierinclude_mdrmd","ARCH.LM","max_level_shift","time_level_shift","ac_9","crossing_points","max_var_shift","time_var_shift","entropy","nonlinearity","embed2_incircle","spreadrandomlocal_meantaul","flat_spots","x_pacf5","diff1x_pacf5","diff2x_pacf5","firstmin_ac","std1st_der","arch_acf","garch_acf","arch_r2","garch_r2","stability","firstzero_ac","trev_num","alpha","beta","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","walker_propcross","hurst","unitroot_kpss","histogram_mode","unitroot_pp","localsimple_taures","lumpiness","motiftwo_entro3"
"00e19ae8-3da9-4e76-b9f6-3f565b3e5f06_2WLT",0.339187471017948,0.295533914310897,-0.520220767969382,0.33157380312738,-0.733994261893569,0.691663439624732,7384.80823042365,38761,0.280998991620015,0.0567514196832837,22.7076676377431,38869,0.0167010365909755,15477,2180.23865576341,38872,0.962704898539571,1.35471444236218,0.906765217391304,5.55,20798,0.200417325928359,0.342067503340459,0.935297932109852,1,1.14959952454639,0.124599330657159,6.62011954290096e-06,0.130478797988048,6.55278219475229e-06,0.263886144181486,18,3.18556183219142,0.286316083368207,0.000117082463336064,0,1,0.00261580385513105,2.5076040117554e-06,0.441695636111817,-3.87758519741569,0.337454569328547,0.290871644130894,0.308552254116174,0.780584582601531,0.855260764600315,-5,-52344.4101218709,1,1030.90150140487,1.63749545127615
"00f1d52e-03cf-4031-a616-9a66f961d994_2WH3",0.659448574687654,0.90549782750831,-0.178637707411724,0.0881519716756751,-0.481228833540537,0.273686030585293,2141.97094317262,50193,0.58253480685119,0.0495195637846115,19.3025684227998,45645,0.0217222169455028,10934,573.97898708376,52441,0.918041901137135,1.09223285626628,0.920390035397048,2.91,8111,0.457374048349479,0.11750960582564,0.647774762538386,16,0.825295840878375,0.0970760187606275,0.000101479352677178,0.0973669991910631,9.85476463528834e-05,0.417856990000834,10,1.56299562516759,0.658369394004911,0.000100591795174558,0,1,0.0256474905049056,3.32012044502507e-07,22.7727373665471,14.4024074005498,0.650484831396173,0.840307365968164,0.419258443097778,0.999913464864144,16.2476205277727,-5,-21701.6157781514,1,129.399147959511,1.59212985849527
"00f1d52e-03cf-4031-a616-9a66f961d994_327T",0.0134248159812643,0.000506613512769115,-0.498285851338009,0.248406262488846,-0.665532089753904,0.469553691794075,115.975450272832,27415,0.00178628069648257,0.000321940047363719,2.0678250747034,39656,0.000602944986762985,29540,3.03810618652875,19297,0.993535815134612,0.000212431797861458,0.38725138190745,1.96,10,0.000402502758669488,0.483605915980775,1.04073265421005,2,1.40468597954346,0.000316148586677812,0.000164261873177064,0.000317910578069509,0.000166589029804447,0.106769026238867,20,0.00310468860462394,0.000100152852482841,0.000100010593192247,0,1,0.00149289261013319,5.42898713342767e-10,3.0230890811064,4.26910447485579,0.0119492999990868,0.000360884211355766,0.510717863105175,0.517639168808837,1.9053131920968,-0.5,-61677.1101851382,1,0.211224261472252,2.07915102533894
"0148fd23-2066-4fb4-aadb-9ba294ed4ab1_2VSP",0.752294474900382,0.919226207412612,0.0498864294608214,0.0801973738344832,-0.404505562861137,0.180524891884372,1411.31773028792,57136,0.839704851257053,0.286452830204851,14.1186071070504,55086,-0.0613269713553923,18609,184.183380002604,56902,0.90011886863744,0.573305083868348,0.863394273311629,2.76,11087,0.608356755391356,0.070910633824612,0.438877482810843,9,0.703822756422143,0.264033573994857,0.000731611566212139,0.342715703227905,0.000749972963447319,0.365497340208692,7,0.239971411294194,0.999899649115228,0.000100044909451771,0,1,0.0114123107908453,4.67038331935588e-08,1.08132016613473,13.6357298121018,0.749439569373303,0.903315361584973,0.380611342047712,0.999954177318763,2.97569058236649,-2.5,-11075.3557540242,2,24.5255026417565,1.9270740857138
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2ZX6",0.0211451280723089,0.0163840145366805,-0.549984499417788,0.316702568640802,-0.709939677614179,0.579773697250625,19330.4596256976,4342,-0.131773244900513,3.0559361474508e-05,19.9286703296593,30019,0.00672295425562878,35957,3553.82436443203,29985,0.97353586194742,0.00709493475517293,0.98114104992615,2.8,34580,0.0150608736389452,0.487009253617402,1.07022637254762,1,1.39918748202271,6.23367089950078e-05,8.64620934025252e-07,6.19213867495022e-05,8.81354409019774e-07,0.134473402564321,28,1.47071616858476,0.0148506129721854,0.000103782981018034,0,1,0.00117219383471612,1.54041459051397e-06,-7.27103501991436,-1.05813979582999,0.0199963424968821,0.0158865548069274,0.50664920242942,0.561799414032459,3.44340984726009,-10,-150033.687137968,1,2180.4491564756,1.53120994724205
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2WLT",0.0345339803598037,0.00199370849599087,-0.486792121358945,0.237549054872067,-0.658361903738206,0.456645939440532,116.039695619359,31802,-0.0049433848825946,0.0017883077390206,1.94833576275999,17033,0.0147152469251495,29021,5.39748963930363,16779,0.991818526364687,7.46347057352058e-05,0.414384305599652,2.13,35,0.00158694178982765,0.471440059770792,1.02841675215814,2,1.38958320354205,0.00169663640406082,0.000334847918436084,0.00166078750179593,0.000333644375953219,0.112530933494489,35,-0.0105808415370893,0.000100324313060644,0.000100017762277922,0,1,0.00739816146218164,6.20584821175816e-10,-14.0539990810077,-9.82771423054688,0.0273385569282641,0.000896943350632219,0.502246271523289,0.536866674935864,20.6483651091415,-0.5,-61854.8745173134,1,0.266887829075135,2.07792061106348
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WH7",0.0148901353511004,0.000320479673526838,-0.489373961436753,0.239711684142983,-0.659901346407258,0.459653914372369,97.6444918697348,6154,0.000567565311743623,0.000534205113645234,1.7885700162777,47640,0.00557353437814882,29403,4.05465259913321,25025,0.993461701705373,0.000673224866966987,0.401315459993656,1.83,10,0.000286154179699184,0.481713362154101,1.03527439554025,2,1.40364500266227,0.000543303533819962,7.68581000539579e-05,0.000531929052423956,7.71525290146161e-05,0.101377200352545,2,0.0213027245723804,0.000100082517793574,0.000100002257528119,0,1,0.000352498194013062,5.96343175117534e-10,-2.32776596913261,1.00094014917036,0.0145431959665242,0.000305876741369197,0.50729500534188,0.509414636004285,0.458162293911901,0.5,-59455.8791117524,1,0.243411849947333,2.07909042989765
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WLT",0.766896311813841,1.04232201111742,-0.00300199892897581,0.045415529918569,-0.452785582424749,0.229734308902058,977.936203685129,46581,0.18612803605709,0.24435536042929,20.1223614030612,52331,-0.0430476632511452,13056,161.677229735313,47929,0.91184071477867,0.173425467473475,0.725015860295836,4.77,999,0.615270561323192,0.0423798842130448,0.446999539920331,9,0.682798957263334,0.082187321144712,0.000640715019432281,0.0661955845168486,0.000685158096533933,0.415810402440722,7,1.03545337135646,0.996607107045637,0.000100192613679622,0,1,0.00683302828051757,2.78414448734674e-08,-8.40835200981989,-2.99331046570042,0.765292766677699,1.03241123463536,0.259064503205128,0.999954177318763,1.07437601550063,-2.5,-10823.7224936333,1,9.46654199234688,1.66400266833957
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WH7",0.0562476854726957,0.161953450021967,-0.577791636497986,0.376523493761165,-0.700891160368162,0.573732017727839,538.88390521395,36772,0.153713255546096,0.139015320539663,8.47595784935273,27830,0.0714342022244564,26115,72.5036553439559,3406,0.954330511407051,0.0459137052181252,0.50114979954822,2.51,3560,0.100004166264383,0.55448704067326,1.16598706220653,1,1.37385038229277,0.179904709560375,0.00389376123557316,0.109716419496635,0.00371428186653749,0.216231503807256,10768,0.0893673230375258,0.0085749374028491,0.000100054285986743,0,1,0.0729667885049741,3.03899607961998e-09,-6.10311141741725,42.0034522050601,-0.018051243710289,0.0642146798904458,0.519664140486763,0.624164169325057,27.5363408319204,2.5,-102933.8652883,1,2.09785271905591,2.04477510323158
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WLT",0.0230713396879285,0.000755167771309412,-0.491591418798026,0.241872824195696,-0.662120724633719,0.464016646013962,91.0346335950703,30122,-0.00198923472969814,0.00087875667654642,1.90475654746267,46653,0.00746020841262934,29232,3.63327812124519,28741,0.993079314059171,0.000273440592143171,0.419285809816771,2.11,31,0.000668672254297373,0.476687943624109,1.03420205875188,4,1.39780931225511,0.000878238700769896,0.000278213618095777,0.000876140442386914,0.000279827602822963,0.108391604050395,6,0.0293679593119094,0.000100162561338969,0.000100046243755063,0,1,0.00305815331220971,6.20993047101868e-10,-12.4572770099343,-0.228306265037969,0.0200737235668801,0.000495668789005164,0.505274067635111,0.524185040281817,14.6529812335635,0.5,-60713.5606784287,1,0.250180010001666,2.0786243644231
