"measurement_id_original","measurement_id","SPC1","SPC2","SPC3","SPC4","SPC5","SPC6","SPC7","SPC8","SPC9","SPC10","SPC11","SPC12","SPC13","SPC14","SPC15","SPC16","SPC17","SPC18","SPC19","SPC20","PMD1","PMD2","PMD3","PMD4","PMD5","PMD6","PMD7","PMD8","PMD9","PMD10","PMD11","PMD12","PMD13","PMD14","PMD15","PMD16","PMD17","PMD18","PMD19","PMD20"
"00a49337-386c-4de3-a220-4cf3c0d20a7d",NA,-0.00023816939729364,0.00145755344440224,4.98665505937426e-05,0.00703803982279294,-0.00482349548417339,-0.00609428775406826,-0.00174634376429401,-0.02391154598441,0.00500742841593994,0.00847720748721485,0.0137654918407483,-0.00666628297922568,0.0207631373928179,-0.0231604822003036,-0.0217926354040803,-0.0132059149173203,0.0105072147667867,0.0262172541573672,0.0185652369549825,-0.0270664694859253,-0.00023816939729364,0.00167196589703507,-0.000630765562192236,0.00667141619667243,-0.00492674059646646,-0.0041432791364839,-0.00852792532665274,-0.0213796044439767,0.000985112101528067,0.00474702628128057,0.0142492644118563,-0.00828183878207779,0.0160704842200134,-0.0275039565652019,-0.0154701141047086,-0.00291416391930669,0.00569745169349596,0.015242679659915,0.0314750069616211,-0.0176126522466666
"00e19ae8-3da9-4e76-b9f6-3f565b3e5f06","00e19ae8-3da9-4e76-b9f6-3f565b3e5f06_2WLT",0.0284842474769146,-0.0128802643529258,-0.0149161867080889,-0.0226486233132708,-0.0152998792428319,-0.0225414974547338,0.0198597511862388,-0.0178302808641394,-0.0664967206128626,0.0129584025324626,0.0300051749474806,0.0260172844117161,-0.00384274699794719,0.0265437795635061,-0.0120139259534375,-0.0675228408336271,-0.0117592407821526,0.00237092003981757,0.0185701923766354,-0.00458196956839348,0.0284842474769146,-0.0125291162335068,-0.00363734252717883,-0.0126806212207886,-0.0152459307444056,-0.0189257540796579,0.0314968107052316,-0.0248842966003408,-0.0681045887650907,0.00715026478409099,0.0286791990586231,0.0302829433712626,-0.0097636801589294,0.0209928696922645,-0.0163704095295353,-0.0688579771078285,-0.00486335998794339,0.00667205379582741,0.0110062644863444,0.00201724674776098
"00f1d52e-03cf-4031-a616-9a66f961d994","00f1d52e-03cf-4031-a616-9a66f961d994_2WH3",0.0105398894588884,0.00347208423972156,-0.0213267941406829,-0.00177804894519708,0.00693467782714328,-0.00397307596860996,0.000366125013091112,0.0345064769919811,-0.000611823290815731,0.0573989068928551,-0.030208541550993,0.0295278607725021,-0.0188318187110929,0.0248927258336268,-0.0225392825662964,-0.000906250332660028,-0.0164619951536585,-0.00170002941765327,-0.0339414271832805,-0.0106481432597333,0.0105398894588884,0.00444261871495238,-0.0235801019196616,-0.00611158862663273,0.00454406828688967,-0.00773936033352709,0.00887682084132079,0.0313611277203579,-0.00483119115614912,0.0610409795179065,-0.0304685825745534,0.0229428245541196,-0.0066876360219148,0.0318673918194447,-0.0260486923656419,0.00229988781815987,-0.00597398678477015,0.00474294032278562,-0.0322152634155679,-0.0196491390145216
"00f1d52e-03cf-4031-a616-9a66f961d994","00f1d52e-03cf-4031-a616-9a66f961d994_327T",-0.0322302741569424,0.0108275146264226,-6.87599318148515e-06,-0.0385228279399398,0.00847491942879998,-0.00483453887154671,0.00398215231212871,0.02250213550082,-0.000870630131813248,0.0585668932454544,-0.029232731017246,0.0172197787635669,-0.0165816236655885,0.0186388943922634,-0.0205503046097914,0.00980314136043072,-0.0412599201108842,-0.012926175604059,-0.0248252232180548,0.00773473584021052,-0.0322302741569424,0.0110414608336273,0.0066198100869384,-0.0378079777484945,0.00614825445901455,-0.0124597342684228,0.0151040073184274,0.0186463372437287,-0.00497621845491105,0.060461563221132,-0.0286011390142647,0.0125067298900167,-0.00753511087322206,0.0311792915546025,-0.0216314901961954,0.0104239967028515,-0.0363547976888181,-0.00642701894286723,-0.0284367962340509,-0.00449941511113614
"0148fd23-2066-4fb4-aadb-9ba294ed4ab1","0148fd23-2066-4fb4-aadb-9ba294ed4ab1_2VSP",0.00131898793889731,0.00471286710903323,-0.0231881997741026,0.0130419386428462,0.017558402086339,0.0156294427877968,-0.00773366234436242,0.0283805137459138,-0.00575201134173826,0.00129869026447803,0.00884890248082256,0.0220449484388705,0.00837412782504413,0.0462927260827625,0.0165353346248073,0.0231752159649612,0.0445096482793252,0.0326582584082998,0.0283727721494611,0.0268851933795331,0.00131898793889731,0.00578011284210994,-0.0291921167657172,0.00591497139395849,0.0164438037191235,0.0120271632246589,-0.00975329644211985,0.0280019086021168,-0.00690582229735024,0.000458119846417283,0.00868045617646637,0.0276587999432734,0.0119226386531321,0.042303332707139,0.038327315756508,0.0178963403588007,0.0457942129030133,0.0123610263171472,0.0183295796244331,0.0310692935070297
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721","014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2WLT",-0.0442400145161603,0.00919186651413225,0.0454322395493792,0.0070779355850416,-0.00334856315691791,0.00577106345777022,0.0280017706344511,-0.00256073698506125,0.0112877329290453,0.032382244601965,0.00552422443998213,-0.00031917857403633,-0.0190975403576333,-0.0130793918156943,0.022350748828836,0.0121689615555741,0.0336929064877418,-0.00687314111668951,-0.00458581515239458,-0.0167056937300769,-0.0442400145161603,0.00689134864038888,0.0431697591301451,0.0160580964421771,-0.00225552423772325,0.0214789852398101,0.0204425782547136,-0.00202909750926391,0.0159550986213366,0.0363575805274704,0.00391373672497571,-0.00579980470435467,-0.0161689245621738,-0.013664612088336,0.0258014201424053,0.00542162665939214,0.029556862340741,-0.0104484107198455,0.000964026467592983,-0.0182442234431811
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721","014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2ZX6",-0.00600883838634688,-0.0623806480076185,0.0248420451721031,0.0173766323973674,-0.045320243287591,-0.0390189971919325,0.00396704405423654,-0.0111129151681303,-0.0127213512455822,0.0142700787683615,-0.0617795039471669,-0.0394206358650936,-0.00424506624509012,-0.0329050425106979,0.0313379906547479,0.0211603553946383,-0.00317296247597486,0.0207703622134619,0.000220001339450901,0.0355573829345369,-0.00600883838634688,-0.0642132462991521,0.0222687171584115,0.0276387561477842,-0.0431372093297535,-0.0294178244078457,0.0128279692611774,-0.0136805562040062,-0.00928255562770461,0.0129371998353349,-0.0623570702783069,-0.0454184755998314,0.00174545691872467,-0.0311811712769631,0.0311702364762682,0.0208393523855128,-0.013380417067259,0.0237510374863336,0.00564873264539868,0.0447453431449744
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4","01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WLT",0.0158359529781919,-0.00728777277193034,0.00617157927175784,0.0134930513582463,0.0111078487088952,0.0144611796647456,0.0127377733078878,-0.00247981257121633,0.0173727030962519,-0.0258362487777139,0.0127824321758873,0.0208816773966301,-0.0134740006723604,0.00778682258241591,-0.00469471715405558,0.0136253585153369,0.00711978846737428,0.0125621763505671,-0.0278487537928104,-0.0039988118411138,0.0158359529781919,-0.00761852274452955,0.00197305311400483,0.0137467876394149,0.0124071722131038,0.0209645476614222,0.00251218304275409,1.17441275682996e-05,0.0227983094716426,-0.0216792226833257,0.00933323212006656,0.0213468523566407,-0.0146031116784824,0.00567298883497771,-0.00709138234733035,0.0179099449948001,0.0088823481668087,0.0176457757853795,-0.0213468373044021,-0.0098753214435427
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4","01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WH7",-0.0354370696222702,0.0076602519437122,0.0284481648404842,-0.0197914119224638,0.0141932299687957,0.0161392956052635,0.0201497125766866,-0.0177090881030204,0.0176861112835559,-0.0235972177658439,-0.000840808272867639,0.00789902595037889,-0.0101170573380132,0.0013956568084179,0.00463350837234243,0.018029565188611,-0.00608541654974491,0.00272583352576203,-0.0097020445674782,0.0114339556308529,-0.0354370696222702,0.00644579314286322,0.0320900227608589,-0.014499240526248,0.015094573642175,0.0207589712603397,0.0119366642354612,-0.0163037784329558,0.0243491528296115,-0.0209902256707629,-0.00312333227637715,0.00964602143035197,-0.0106084141216456,0.00279145230847337,0.00382960234529821,0.0178140552956245,-0.00877414446046777,0.00309418791991174,-0.00991076098897502,0.00589546284701265
"01dabc91-ceca-4e20-9b2c-b0c7d9566752","01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WH7",-0.0129173140132552,-0.00185026184056158,0.00859657971080969,0.00971262418118583,0.0177400021625574,0.0114167838123802,0.0070655808148886,-0.0170441464321465,0.00485131403306955,-0.0401211851961389,-0.0129365777985849,0.00453587472609365,0.00958671247844901,0.0061358502444202,-0.00479275597280196,0.029496201913092,0.00229645329763487,-0.006906041671976,-0.0106480077030061,0.0096346172006121,-0.0129173140132552,-0.00229634957983795,0.00591288170747848,0.00896283474205574,0.018730804087995,0.015701655724756,0.000590933519476292,-0.0153266012267508,0.0108240643808301,-0.0387329266836634,-0.0110966609341186,0.0085122425682256,0.0114293702021998,0.00412343297992025,-0.00463717410564177,0.0325152357384261,-0.000399099761849521,-0.0112625613883101,-0.00658854699333382,0.00520892527118547
