"measurement_id","mean_ts_gyro","max_ts_gyro","mean_diff_ts_gyro","sd_ts_gyro","obs_gyro","mean_gyro","min_gyro","max_gyro","abs_mean_gyro","sd_gyro","E1_gyro","E2_gyro","E3_gyro","skew_gyro","kuriosis_gyro","Et1_gyro","Et2_gyro","Et3_gyro","skew_t_gyro","kuriosis_t_gyro","meandiff_gyro","meandiff_n_gyro","meandiff2_n_gyro","meandiff3_n_gyro","meandiff5_n_gyro","meandiff10_n_gyro"
"00e19ae8-3da9-4e76-b9f6-3f565b3e5f06_2WLT",576.166262358076,1152.217,0.0200343754346919,332.617143212072,57513,0.932274453324853,0.00260135810683573,31.7658992750112,0.932274453324853,1.27825158084872,0.932274453324853,2.50303435056392,12.6577961619569,3.19637616146945,17.3364525978027,635.691056827351,1548156.31758485,8380964547.28995,4.35082674492576,41.0560050185506,3.41433647091959e-06,-0.00211084693154688,0.00127550579761993,-0.000103240140789178,-0.000439311105495393,0.00119857324115066
"00e33622-65c6-47e5-be88-8cd65645add3_2WH3",599.963977161555,1199.976,0.0200336572172694,346.417501590593,59899,0.935050932579645,0.00150189480324023,13.2708686126516,0.935050932579645,0.935563529697722,0.935050932579645,1.74958475203538,5.2261126548931,2.25827220682739,7.21525497961395,548.444915662943,761395.45649091,1737511900.82306,2.61524491629118,9.33461234865823,-7.09276696531882e-06,-0.000190761993759692,0.000648302976716971,0.000466426870218194,0.000831086619529055,0.000389449855886608
"00ec8065-af5a-48be-98e6-a30dfe404747_2WH3",342.336312498171,684.695,0.020036638183308,197.626271505785,34173,0.122158796248764,0.001062,3.62776682273737,0.122158796248764,0.248512561762777,0.122158796248764,0.0766794576241837,0.0948303771159105,4.46610499843601,26.5082448228946,43.2878617280822,10003.359801012,4685432.13491229,4.6830718082742,29.9728502378429,-2.90711896776714e-08,0.0002478577717465,-1.89601509872506e-05,-0.000113648759648932,2.89527380594024e-05,0.000175555360022643
"00ec8065-af5a-48be-98e6-a30dfe404747_2WH5",599.989838825394,1199.978,0.02502717583999,346.413356875683,47948,0.0142220828161502,0.0113390571036573,0.0168252442478557,0.0142220828161502,0.000703697560678207,0.0142220828161502,0.000202762819558689,2.89779902403813e-06,1.00365806594422,1.00976279723613,8.53368464236765,97.2923761461203,1250.59038160486,1.30315738311103,1.81576357458628,-4.04400889404498e-09,0.0001127188040482,3.93707162641388e-05,8.33156040553784e-06,8.38395957420018e-06,1.01237373317307e-06
"00f1d52e-03cf-4031-a616-9a66f961d994_2WH3",600.067693595779,1199.995,0.0200343088969397,346.418612040106,59898,0.252977729970867,0,10.7705459697597,0.252977729970867,0.672545555645153,0.252977729970867,0.516307704816352,2.04974478739416,5.52505851087006,43.0486538733659,176.052437652776,383908.461445602,1597983774.39536,6.7178582994143,61.9748592458114,-2.03948334036107e-07,0.000231711641300718,-0.00138016736391103,-0.000684557934072951,-0.000425074826752457,-0.000267179885581209
"00f1d52e-03cf-4031-a616-9a66f961d994_327T",599.930548207757,1199.998,0.0200343762521704,346.410372346701,59897,0.0149495862280145,0.00437873817440596,0.0402160203898894,0.0149495862280145,0.00108462367657906,0.0149495862280145,0.00022466651726811,3.399024270312e-06,1.0093615014873,1.02905450228727,8.99083143927939,109.388934306123,1535.59918054698,1.34220170036355,2.01177099571758,1.76341087330849e-08,-1.48492467708781e-05,1.55722192118823e-06,4.15241947580799e-06,1.562170768126e-06,6.76485499563273e-07
"01143158-6bc7-4a25-a865-25a8a6b9cc59_2WLT",599.976411312942,1199.981,0.0200347441355706,346.42130109028,59896,0.378438259730333,0.00183943795763815,12.4655436337259,0.378438259730333,0.889908229633702,0.378438259730333,0.935138951735259,3.8439806411138,4.2507637762333,23.550177195601,195.533574128714,304489.096347003,993113279.451831,5.91073067732311,53.9831092493853,-2.80194082101947e-05,0.00278555750852296,0.000858086688008845,5.28179777509371e-05,-0.000605639982457335,-0.00105690408426041
"0148fd23-2066-4fb4-aadb-9ba294ed4ab1_2VSP",600.038124866435,1199.976,0.0200346606561483,346.411669075038,59896,0.162564836543584,0,7.50813112116997,0.162564836543584,0.396843758852781,0.162564836543584,0.183909665713897,0.460070744108896,5.83334664301681,50.1096180380665,150.709200418517,212741.521768269,605406679.280961,6.16976774686197,55.6138305328061,2.5533129572874e-06,-0.00326024072581275,9.86936802869324e-05,0.000271932365955717,0.000224099202513058,0.000137873306522438
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2WLT",599.995847684992,1199.982,0.0200216571562052,346.412563020085,59935,0.0209382818630612,0.0129633620639092,0.0280577103841351,0.0209382818630612,0.000632819136556371,0.0209382818630612,0.000438812100755018,9.20473792866693e-06,1.00136759961327,1.00364827257231,12.5447067447663,209.707818618559,3945.05685677987,1.29906634794014,1.8009184465175,-2.46076152475818e-08,-2.21422950766063e-05,3.39157746992503e-07,-4.09747385630519e-06,-4.34996124244839e-07,7.95482129831339e-07
"014ccd5a-7f4a-480b-8ab5-1ed8601d0721_2ZX6",599.996050136835,1199.992,0.0100123653536474,346.419255757754,119852,0.623735524818303,0,15.3726041908371,0.623735524818303,1.02389067366263,0.623735524818303,1.43738936947815,5.27576721492747,3.06142751951301,13.0933416484905,309.438775301945,522143.179630795,1657541200.08868,4.39318930673148,27.899192392406,-1.38198154004861e-05,-0.720414660865509,-0.107442371614012,-0.0463642169959413,-0.0147344595332841,-0.00629872439612899
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WH7",599.992505551196,1199.992,0.0200343762521704,346.415020985953,59897,0.0169988870324191,0.0141289910467804,0.0196971656844329,0.0169988870324191,0.000667355129107015,0.0169988870324191,0.000289407515773812,4.93475508564249e-06,1.00230730425969,1.00615734463524,10.1972705036425,138.863420141007,2127.03494765215,1.29984880494476,1.80005961820527,1.06022123177192e-08,-2.78079804469418e-05,8.52495737295366e-06,-1.15063692210029e-06,-3.98575112075257e-07,3.0852185811692e-07
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WLT",599.941592156666,1199.979,0.0200340417717081,346.4165555414,59898,0.487092078501339,0.00237470419210478,7.63082369568325,0.487092078501339,0.567882790996318,0.487092078501339,0.559744173247986,1.15387692971474,2.75533949966965,11.2668958681638,289.807601641068,308835.068745001,709093039.904859,4.13155281232584,26.3391851948242,-8.55908505385891e-07,0.00503690625623922,0.00150698080928301,0.00126645682454391,0.000162221308904502,-8.48625886436831e-05
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WH7",599.987633572621,1199.977,0.0200333394547488,346.416701662014,59900,0.114384252099227,0.001062,3.6768095698638,0.114384252099227,0.172928373379072,0.114384252099227,0.0429874802120668,0.046751158249048,5.24540941598145,44.4753261022422,70.4198884780973,20593.0756064206,18323495.2455505,6.20049695910912,71.16881965712,1.04092056051392e-07,0.00118217897373616,5.01396790223989e-05,0.00023049763795859,0.000134149915297323,0.000140409876077565
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WLT",599.916206505042,1199.988,0.0200360321250271,346.399482104801,59892,0.0206591774480411,0.0172881074730579,0.0310714412926082,0.0206591774480411,0.000632860423486558,0.0206591774480411,0.000427202118458024,8.84219998854843e-06,1.00140610994252,1.00375288130499,12.3999336266892,205.340130187262,3828.83942012997,1.30123699800573,1.80695056736827,9.30439875116235e-09,-1.14096514448866e-05,-1.85514779372787e-06,1.02895545095649e-06,1.25374580315095e-06,3.62336344755711e-07
"02423b04-367a-4230-bd4e-f1acd16075de_2WH5",599.978614244215,1199.986,0.0200340417717081,346.416633843828,59898,0.0140953676140422,0.0113390571036573,0.0168252442478557,0.0140953676140422,0.000671234091514505,0.0140953676140422,0.00019912993585856,2.8195114121754e-06,1.00338828463706,1.0090409585459,8.46576488768183,95.9501124301568,1227.38774094972,1.30591090760758,1.82417647180083,2.7325644025913e-08,-2.8119722413785e-05,-2.70567170754544e-06,-7.78135189140488e-07,7.16795210912869e-07,6.14197445710434e-07
"02423b04-367a-4230-bd4e-f1acd16075de_327T",599.912409416479,1199.979,0.0200350452466023,346.407095666001,59895,0.0140350352271296,0.00794728028950785,0.0270757936171777,0.0140350352271296,0.000784382266679584,0.0140350352271296,0.000197597459094816,2.79057881242808e-06,1.00466728133729,1.01247820406407,8.43290777280878,95.6533879718842,1228.58966411293,1.31327695007304,1.84728370174287,3.46225914484438e-08,2.42200009235945e-05,1.37297067562945e-05,4.96775886057233e-06,7.41727718714505e-07,-3.3856073522519e-08
"02a8bdd5-00cd-416b-a8bd-d6dc1e0d4d41_2WLT",599.903997579258,1199.996,0.0200339911182343,346.402814664289,59899,0.0466386889102064,0.001062,4.21497136525184,0.0466386889102064,0.114737707289753,0.0466386889102064,0.0153396889950465,0.0207392304516198,10.9161075425856,192.518316916354,27.8963616683991,5218.98994194162,3598462.21774611,9.54415002304872,142.790059345361,5.41559370679839e-07,0.000713439113579416,0.000412485482783126,0.0003161803689095,0.000274200258611209,0.000134215803300945
"032e8244-832e-4dd5-823b-bf1c89246bc7_2ZX6",599.980635372254,1199.994,0.0100124655819775,346.407416263067,119851,0.0755720115813236,0.001062,5.74559085991415,0.0755720115813236,0.276867753672381,0.0755720115813236,0.0823662423659539,0.18740899128043,7.92805296538495,85.2132523192224,36.9207285689938,33617.2798853091,67461235.396169,10.9448656552332,154.184917022353,7.59832311797128e-10,-0.0217264637667194,-0.0219766105437216,-0.0126088379797614,-0.00297481631780176,-0.000950663246473091
"0351d169-e693-4a13-9566-635df2bd1aad_2WH5",599.986874764328,1199.978,0.0200216571562052,346.412779171052,59935,0.422328138364631,0,15.5387586356366,0.422328138364631,0.79490212379368,0.422328138364631,0.810219900288656,2.87519216613392,3.94241662504317,24.4727486720313,185.596143625578,192703.879140447,433841090.213618,5.12855476073289,47.5714856729362,-1.83545606863957e-05,8.71136217179744e-05,-0.00206818718411658,-0.000924117107420666,-0.00118144550079424,-0.00134174339091013
"03b36c76-1416-4744-b7a7-f8b9c100c372_2WH8",264.490524193548,529,0.0200295331490667,152.742994971356,26412,0.686119229556166,0.00571904502517684,9.74094107504075,0.686119229556166,0.859460621769943,0.686119229556166,1.20940419023111,3.68237101181765,2.76866454726716,10.9304331472836,202.715949899383,136347.311276204,189425614.806759,3.76243354787447,24.2443648964413,6.33748450505802e-05,-0.00860320082420189,-0.00181987205991811,9.76568669224622e-05,0.00103340544857288,0.00251038952827691
"03ca8369-bf89-49e9-a667-c4bc32b35a09_2ZX6",600.005702756398,1199.977,0.020034342860959,346.419024314343,59897,0.376837230118554,0.001062,8.93589707023497,0.376837230118554,0.468791881000075,0.376837230118554,0.361768456632662,0.71704922181522,3.29536043513238,19.4297577657996,261.471932279284,283310.382893656,770567606.346003,5.10995424365007,45.4702478834177,-1.15534334833264e-06,0.00150386569930767,-0.00134095177819302,-0.000807241223074602,-0.000513812962957779,-0.000350888532832282
"047b34fa-ff8a-4fb9-8eea-7cc0c8f307b2_327T",599.961018315385,1199.978,0.0200350285504391,346.418595374289,59895,0.709263801369257,0.00352225552735743,11.4457189606319,0.709263801369257,0.791574834447723,0.709263801369257,1.12963539697747,3.06901830236721,2.55618357353953,9.65375764349484,411.625584182743,490590.508062046,1036684670.68058,3.01694897344337,13.0431652039326,7.62025659716026e-07,-0.0073591957054941,-0.00383462182242468,-0.000921998780726631,-3.56907000523131e-05,0.000582182184344641
"04b0cf62-ae4c-4506-bbe1-fa467a9858c8_2VSP",600.047387719328,1199.979,0.0200337073024141,346.40639669896,59899,0.250129723193174,0.001062,8.32217119535912,0.250129723193174,0.502515475883892,0.250129723193174,0.315082466134212,0.739148858270454,4.17922310604053,24.3451941139178,147.019787904725,145795.365783,313634573.097531,5.63388983839746,44.4089566319804,-3.32727840232795e-05,-0.000576020400964338,-0.00198787667110041,-0.00178403448817121,-0.00129672140693049,-0.000860493197129767
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WH7",599.970434123539,1199.978,0.0200333561495184,346.416488156136,59900,0.144427283861695,0.001062,4.29544769465873,0.144427283861695,0.313520182408642,0.144427283861695,0.119152504117829,0.192205399082397,4.6731618433472,29.1493133993746,82.0382168901614,56411.5011118989,82396111.3381592,6.14971842112061,49.349849872422,9.4983144079791e-08,0.00123429275870428,0.000907735364623959,0.000528949993246619,0.000432410402776834,0.000173806950683054
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WLT",599.941786503723,1199.983,0.0200340083810541,346.410876184299,59898,0.0204657387310414,0.0177070785845661,0.0229745727272565,0.0204657387310414,0.000625494436378118,0.0204657387310414,0.000419237698565361,8.59600766371543e-06,1.00139703613268,1.00372376113018,12.2725222547051,200.891587176671,3702.11127331336,1.30019006470612,1.80465935960125,2.41779573403126e-08,-1.61862904918757e-05,-4.2751993840134e-06,-1.37547676184037e-06,6.75148095569888e-07,3.07268806467183e-08
"05137359-a055-489a-96e9-627501715140_2VSP",600.076586750367,1199.987,0.0200347107438017,346.407159581372,59896,2.3445123326549,0.0046291506780402,11.0266402853433,2.3445123326549,1.43786088752948,2.3445123326549,7.56414749262925,28.9030936173035,1.3893265872247,2.16048122954425,1471.38039182805,3855098.85329167,12901755491.9111,1.70449420438906,3.36136605285838,1.36051210155053e-05,0.0566908862183796,0.0247338263565549,0.020708643031413,0.0188572145905899,0.0131162774138812
"05137359-a055-489a-96e9-627501715140_2ZX3",599.989309464581,1199.976,0.0200343261653533,346.415100050504,59897,0.0106395462124351,0.00794728028950785,0.014444761680277,0.0106395462124351,0.00063087342565661,0.0106395462124351,0.00011359793824098,1.21711039866394e-06,1.00525050322831,1.01402512991242,6.37944398543395,54.3605972372605,522.369390458502,1.3033209946789,1.81698880745779,1.46156270929171e-08,-3.50339086618272e-05,-4.03920727262996e-06,-6.1036870934792e-06,-1.93380131957504e-06,-1.52424845596947e-07
"05205dc3-9c82-4b6b-921e-b6c2edd2c993_2VSP",599.966200858125,1199.978,0.0200340250763811,346.415838641313,59898,0.590479578617538,0.001062,15.3811239158135,0.590479578617538,0.978864598778699,0.590479578617538,1.30682603871356,5.02631245246194,3.36451766910762,16.3304309286745,289.762028644725,451851.965624974,1490175914.42368,4.90617771930106,36.9942222520831,-2.70129907328914e-05,0.00386832463159802,-0.000725089802550476,-0.000906231172935496,-0.0013418590531461,-0.00124264108520205
"0523e301-efe2-4d9f-b807-ceb5bc6e1c36_2VSP",600.01903804865,1199.991,0.0200343762521704,346.418772092963,59897,0.715231539810293,0.002124,9.4152376820323,0.715231539810293,0.820777539058884,0.715231539810293,1.18522067692573,3.21075648208027,2.48833322757726,8.63597525323476,383.210246440763,437917.621671865,930081518.66738,3.20946306862169,15.4552258235841,-5.73245824094062e-06,-0.000308177249372875,-0.00185746330708262,-0.00168524987081193,-0.0014586573462661,-0.000472103944693343
"0523e301-efe2-4d9f-b807-ceb5bc6e1c36_2WH3",599.993065164789,1199.988,0.0100124990613188,346.410899396237,119850,0.00684044136447956,0.0036788759152763,0.009558,0.00684044136447956,0.000677062632603689,0.00684044136447956,4.72500480444556e-05,3.29477634952374e-07,1.01443110714914,1.0385612650157,4.09851104661231,22.5615054217589,140.750621487732,1.31340362057803,1.85341943378383,-2.95485785302626e-09,-0.000143198856029191,-1.73574550238261e-05,1.19107606524315e-07,-3.57665568232915e-06,-7.04762078648907e-07
